background.cpgs	CpG.coordinate	Chr.hg19	Start.hg19	End.hg19	CpG_Names	amplicon	Type.of.amplicon	S1.mean	S2.mean	S3.mean	S4.mean	NBC.mean	GC.mean	MBC.mean	PB.mean	diff.NBC.MB	diff.NBC.MB.conf	
103	cg05704832	chr1.226308547.226308548	chr1	226308547	226308548	B.cell.diff.151	AMPL130649	CpG.B.cell.diff	0.955362475236221	0.953196898094012	0.943417887915971	0.95282042214539	0.922991942096531	0.644890194890374	0.83411761474649	0.816223760419205	FALSE	FALSE
104	cg05755010	chr1.147142917.147142918	chr1	147142917	147142918	always.unmeth.B.48	AMPL202221	CpG.always.unmeth.B	0.029100649610391	0.037494018608503	0.033888053087794	0.037235762044648	0.037959591372645	0.035276929188154	0.028169247807839	0.0370339224412	NA	NA
105	cg05777400	chr1.147380398.147380399	chr1	147380398	147380399	always.meth.B.21	AMPL199874	CpG.always.meth.B	0.975942072596376	0.974156156308159	0.975638801983246	0.97350681614911	0.964670463366838	0.965119412563986	0.966565310868778	0.961206421763025	NA	NA
106	cg05809481	chr1.156696467.156696468	chr1	156696467	156696468	B.cell.diff.5	AMPL130639	CpG.B.cell.diff	0.882168584126341	0.90467274482031	0.891877765632403	0.919034392144641	0.861246197315741	0.450542868678949	0.237478216303122	0.732772810192362	TRUE	FALSE
107	cg05870398	chr4.4670703.4670704	chr4	4670703	4670704	B.cell.diff.213	AMPL199974	CpG.B.cell.diff	0.910591127596108	0.921500838769018	0.905485473333145	0.910626090279856	0.913977211826966	0.693742441565556	0.669031320997196	0.85504639765395	FALSE	FALSE
108	cg05937055	chr1.181128764.181128765	chr1	181128764	181128765	B.cell.diff.428	AMPL130642	CpG.B.cell.diff	0.729004226332096	0.396735137951431	0.323709748259905	0.346474760640838	0.150481223484571	0.162261271926692	0.272735969234643	0.152970740091983	FALSE	FALSE
109	cg05941027	chr17.61774174.61774175	chr17	61774174	61774175	B.cell.diff.298	AMPL131237	CpG.B.cell.diff	0.821201084341499	0.376410291332593	0.179330242747986	0.134878803909051	0.065539565176539	0.04698180192486	0.076029617091566	0.062372142727147	FALSE	FALSE
110	cg05983723	chr16.70432258.70432259	chr16	70432258	70432259	always.meth.B.11	AMPL131197	CpG.always.meth.B	0.979400883737358	0.982680294976791	0.97688070115798	0.980373054645863	0.963723098533981	0.962734195081129	0.962014677938472	0.964584720182154	NA	NA
111	cg05984045	chr13.27747292.27747293	chr13	27747292	27747293	B.cell.diff.372	AMPL131096	CpG.B.cell.diff	0.882702021405373	0.926683125471547	0.930952414402571	0.93147002745418	0.923992802758765	0.801284712488758	0.829807233971471	0.897625664899182	FALSE	FALSE
112	cg06163425	chr10.131761150.131761151	chr10	131761150	131761151	B.cell.diff.404	AMPL131001	CpG.B.cell.diff	0.130245356874576	0.11590806047636	0.097830902689287	0.105269779976699	0.230600928726037	0.354276607999691	0.369185392134414	0.268138350611824	FALSE	FALSE
113	cg06192883	chr15.52554171.52554172	chr15	52554171	52554172	B.cell.diff.432	AMPL131146	CpG.B.cell.diff	0.32986222903427	0.676763785680147	0.667172662974598	0.680937666030422	0.453227874531247	0.089597060687605	0.102283490743245	0.323470538381624	TRUE	FALSE
114	cg06238491	chr19.54876446.54876447	chr19	54876446	54876447	B.cell.diff.379	AMPL131311	CpG.B.cell.diff	0.0768003207685	0.083025999462313	0.079294188749693	0.085215185638941	0.068106353157962	0.222874768077983	0.246013968941307	0.114199286445692	FALSE	FALSE
115	cg06363968	chr16.84629008.84629009	chr16	84629008	84629009	B.cell.diff.71	AMPL131202	CpG.B.cell.diff	0.9565042969079	0.964068964590214	0.961268306447973	0.961653180279447	0.888534471169254	0.668027086758698	0.405833262698211	0.830345262255498	TRUE	FALSE
116	cg06434451	chr1.32802291.32802292	chr1	32802291	32802292	B.cell.diff.348	AMPL130617	CpG.B.cell.diff	0.559519338443981	0.600142440979242	0.562205990187326	0.582885563759285	0.676422517997305	0.535314862506541	0.503120777503262	0.6275357816418	FALSE	FALSE
117	cg06434480	chr5.74632940.74632941	chr5	74632940	74632941	always.unmeth.B.44	AMPL202362	CpG.always.unmeth.B	0.039007538386565	0.041047788075618	0.035973724256586	0.037366021693969	0.043147442299611	0.03850501085837	0.041158032034849	0.041649136842936	NA	NA
118	cg06489912	chr12.51015475.51015476	chr12	51015475	51015476	B.cell.diff.99	AMPL131069	CpG.B.cell.diff	0.783243363401203	0.88528980964175	0.867505876209988	0.883977037891515	0.625986342129704	0.753467953887166	0.712882193733331	0.65927447449874	FALSE	FALSE
119	cg06580770	chr6.32054790.32054791	chr6	32054790	32054791	B.cell.diff.127	AMPL130843	CpG.B.cell.diff	0.855987584052254	0.857044530576149	0.841925345571984	0.860336004384054	0.760116190462127	0.214453857915834	0.115971464457909	0.561284894575065	TRUE	FALSE
120	cg06602821	chr16.85614402.85614403	chr16	85614402	85614403	always.meth.B.24	AMPL200364	CpG.always.meth.B	0.97072751125971	0.963049900576045	0.958472672258963	0.962973403879599	0.956998600767787	0.943754771451095	0.952697362816215	0.954810624741032	NA	NA
121	cg06609094	chr4.175132842.175132843	chr4	175132842	175132843	B.cell.diff.27	AMPL130774	CpG.B.cell.diff	0.127681177514099	0.108198526681279	0.09614321436907	0.102616283333465	0.175874054903413	0.264357504511038	0.363030556184342	0.196185850159485	FALSE	FALSE
122	cg06647068	chr12.104853274.104853275	chr12	104853274	104853275	B.cell.diff.176	AMPL200254	CpG.B.cell.diff	0.748558621353388	0.789392574802661	0.784952481313749	0.810876015875063	0.307329216897818	0.176748941705135	0.345971231755229	0.262864849514374	FALSE	FALSE
123	cg06674280	chr7.3996923.3996924	chr7	3996923	3996924	B.cell.diff.228	AMPL200093	CpG.B.cell.diff	0.936228876593784	0.933684427568327	0.915300561645944	0.936897524789876	0.883513718960149	0.492883944588314	0.411193811488383	0.768586073648651	TRUE	FALSE
124	cg06826457	chr12.12867669.12867670	chr12	12867669	12867670	B.cell.diff.100	AMPL131062	CpG.B.cell.diff	0.659790805281622	0.579475633129773	0.53416344779248	0.574616614010781	0.335541854766932	0.170969491411396	0.062442082801382	0.279562013267183	TRUE	FALSE
125	cg06829760	chr2.16845412.16845413	chr2	16845412	16845413	B.cell.diff.277	AMPL130668	CpG.B.cell.diff	0.619085356568066	0.314959760150143	0.145191310732326	0.118442820591742	0.074120352223691	0.069456170304562	0.076816915186096	0.07251873058446	FALSE	FALSE
126	cg06935361	chr13.32964454.32964455	chr13	32964454	32964455	B.cell.diff.436	AMPL131099	CpG.B.cell.diff	0.684191096585031	0.409369452766943	0.451276162716446	0.485034330003091	0.421096682653298	0.382212059975754	0.535336232084197	0.40350009410386	FALSE	FALSE
127	cg06940720	chr5.1526929.1526930	chr5	1526929	1526930	B.cell.diff.160	AMPL130781	CpG.B.cell.diff	0.577652314916958	0.507307722593207	0.529262077296313	0.540366048400523	0.817552674414211	0.250995953813217	0.7266976371335	0.600838585739332	FALSE	FALSE
128	cg07006935	chr7.55620641.55620642	chr7	55620641	55620642	B.cell.diff.401	AMPL130904	CpG.B.cell.diff	0.252005588851924	0.375393438567923	0.386039190210981	0.425282310125687	0.275769725707575	0.406163374152777	0.614832770608141	0.309592983078339	TRUE	FALSE
129	cg07007530	chr22.41033387.41033388	chr22	41033387	41033388	always.unmeth.B.47	AMPL202866	CpG.always.unmeth.B	0.041808659954939	0.045333314359422	0.040696241260233	0.044632619065467	0.047326484751995	0.046222703377213	0.049807170230716	0.047020698187515	NA	NA
130	cg07060794	chr7.23387365.23387366	chr7	23387365	23387366	B.cell.diff.132	AMPL130888	CpG.B.cell.diff	0.831913742152892	0.933111663566955	0.922836776856363	0.939453109375328	0.591211096259926	0.395023566612083	0.581265477595832	0.534744025447534	FALSE	FALSE
131	cg07139495	chr1.246860416.246860417	chr1	246860416	246860417	B.cell.diff.339	AMPL130655	CpG.B.cell.diff	0.893399943889795	0.749159846137791	0.682494484007779	0.711205960961283	0.793265251222133	0.675903293416722	0.632587196751683	0.761383682105992	FALSE	FALSE
132	cg07145531	chr5.141993716.141993717	chr5	141993716	141993717	B.cell.diff.217	AMPL130807	CpG.B.cell.diff	0.953339654168785	0.953892614269143	0.929990372024771	0.946552896208122	0.90003755465774	0.619905570816198	0.478784809724859	0.810188000027702	TRUE	FALSE
133	cg07157333	chr16.19422554.19422555	chr16	19422554	19422555	B.cell.diff.61	AMPL131182	CpG.B.cell.diff	0.553277597444699	0.531248756153784	0.513637919262329	0.525719913804176	0.538996985364356	0.360805578319013	0.302202023713701	0.477076805998885	FALSE	FALSE
134	cg07303577	chr12.3280014.3280015	chr12	3280014	3280015	B.cell.diff.46	AMPL200226	CpG.B.cell.diff	0.945395644988629	0.957103904091129	0.946661933200391	0.955210577964788	0.927629991853604	0.669381848798867	0.54318930690564	0.862062635251485	TRUE	FALSE
135	cg07464217	chr20.57583263.57583264	chr20	57583263	57583264	B.cell.diff.115	AMPL131335	CpG.B.cell.diff	0.885571252402617	0.884759363935937	0.870285215328041	0.878010779517497	0.661354586811174	0.148208415732907	0.113552065527783	0.479110165297561	TRUE	FALSE
136	cg07593977	chr8.11735419.11735420	chr8	11735419	11735420	B.cell.diff.322	AMPL200127	CpG.B.cell.diff	0.24932223808601	0.377201579137536	0.368142716099	0.378985140065556	0.069455644211838	0.05217764405626	0.06216125084132	0.064007383214336	FALSE	FALSE
137	cg07749597	chr5.42840698.42840699	chr5	42840698	42840699	B.cell.diff.125	AMPL200000	CpG.B.cell.diff	0.893756211599409	0.935652390284432	0.928408334205706	0.940615749062875	0.6985422811528	0.876055986335643	0.8035263233745	0.750746973515875	FALSE	FALSE
138	cg07834408	chr2.234355294.234355295	chr2	234355294	234355295	always.meth.B.22	AMPL130709	CpG.always.meth.B	0.959997908952415	0.966579448108825	0.961295521841924	0.969502754042749	0.959537166066589	0.955936073481334	0.951002309821268	0.958602393895201	NA	NA
139	cg07858613	chr7.38389685.38389686	chr7	38389685	38389686	B.cell.diff.365	AMPL130897	CpG.B.cell.diff	0.581753969298674	0.453213101362885	0.424862480574379	0.425913442608797	0.301429594447217	0.143323878877749	0.140133086587525	0.241139877944078	FALSE	FALSE
140	cg07883457	chr6.58147897.58147898	chr6	58147897	58147898	B.cell.diff.384	AMPL130860	CpG.B.cell.diff	0.056657705184662	0.077828992281906	0.071672451026405	0.086658613135081	0.215262804478144	0.350248710468853	0.447899875918892	0.250278437155768	FALSE	FALSE
141	cg07922933	chr1.228548842.228548843	chr1	228548842	228548843	B.cell.diff.197	AMPL130651	CpG.B.cell.diff	0.915486588468408	0.886695779573616	0.848697678171069	0.844074654755707	0.810221137742622	0.440792521097828	0.366695281850814	0.680715549282861	TRUE	FALSE
142	cg08012287	chr11.66315298.66315299	chr11	66315298	66315299	B.cell.diff.407	AMPL131025	CpG.B.cell.diff	0.446424607814911	0.434885846769925	0.422996373461615	0.43525338471587	0.763470621471242	0.720432332699809	0.708065279484193	0.747116737546116	FALSE	FALSE
143	cg08027123	chr16.29296186.29296187	chr16	29296186	29296187	B.cell.diff.183	AMPL131187	CpG.B.cell.diff	0.938543078168158	0.922584988794704	0.698894327720673	0.477499412302735	0.174693314144311	0.228513434486471	0.289233704492113	0.172664633537256	FALSE	FALSE
144	cg08093568	chr7.27626595.27626596	chr7	27626595	27626596	B.cell.diff.91	AMPL200104	CpG.B.cell.diff	0.879922799670033	0.927465027119931	0.869334879065395	0.76587517468912	0.57794297640181	0.282496809205821	0.182554110009426	0.465065911874194	TRUE	FALSE
145	cg08094614	chr12.53319217.53319218	chr12	53319217	53319218	B.cell.diff.247	AMPL131071	CpG.B.cell.diff	0.943962942770786	0.941987335357621	0.925425760814441	0.941744739243757	0.914210716556563	0.744258792441236	0.670021922781929	0.848382853465732	FALSE	FALSE
146	cg08146256	chr14.21734410.21734411	chr14	21734410	21734411	B.cell.diff.70	AMPL131115	CpG.B.cell.diff	0.817103605726126	0.856411597171486	0.831230658541373	0.87682299934772	0.77740630038671	0.237210202112259	0.172661897102275	0.593950835868747	TRUE	FALSE
147	cg08224238	chr16.87958145.87958146	chr16	87958145	87958146	B.cell.diff.109	AMPL131203	CpG.B.cell.diff	0.942795402132281	0.945110877574214	0.942216736609247	0.92968445701669	0.593215167298831	0.234655708332626	0.138853225071138	0.455919307557484	TRUE	FALSE
148	cg08244028	chr5.79949339.79949340	chr5	79949339	79949340	B.cell.diff.218	AMPL130798	CpG.B.cell.diff	0.919085869233747	0.925730844358381	0.902205094492205	0.927012493316192	0.869949580805669	0.519927675818497	0.499324323807486	0.765640216025048	TRUE	FALSE
149	cg08248577	chr16.19727447.19727448	chr16	19727447	19727448	B.cell.diff.256	AMPL131183	CpG.B.cell.diff	0.927060196766995	0.918900831876427	0.904820741814291	0.924941441903214	0.889389747018131	0.789787720235558	0.755504325257828	0.840473721071583	FALSE	FALSE
150	cg08300570	chr7.92353454.92353455	chr7	92353454	92353455	B.cell.diff.287	AMPL130910	CpG.B.cell.diff	0.862457066583367	0.299832719468875	0.487727175528405	0.484225051206925	0.452697926798002	0.703228763546729	0.882068977163371	0.52051396026364	TRUE	TRUE
151	cg08309106	chr14.69675413.69675414	chr14	69675413	69675414	B.cell.diff.53	AMPL131120	CpG.B.cell.diff	0.913004956936917	0.947032512184973	0.935117586519474	0.948184342655932	0.913146136024761	0.505144637713773	0.502361330948613	0.809280984093669	TRUE	FALSE
152	cg08315613	chr19.11074303.11074304	chr19	11074303	11074304	B.cell.diff.113	AMPL131282	CpG.B.cell.diff	0.931925215946542	0.925396569282315	0.919307910677254	0.917831217489101	0.77375405027575	0.343364532950138	0.268234707599546	0.650027039323684	TRUE	FALSE
153	cg08331398	chr6.32808918.32808919	chr6	32808918	32808919	B.cell.diff.35	AMPL130849	CpG.B.cell.diff	0.942675252691531	0.93376536680198	0.92690118997738	0.929744190214377	0.87732787619511	0.432412836486088	0.472342272941004	0.737620715361213	TRUE	FALSE
154	cg08381046	chr5.112294315.112294316	chr5	112294315	112294316	B.cell.diff.30	AMPL200014	CpG.B.cell.diff	0.906694590082451	0.931908815337677	0.931431170803723	0.928257710294297	0.867282491752309	0.308741710885745	0.438258793406599	0.662024482872633	TRUE	FALSE
155	cg08430680	chr19.1650452.1650453	chr19	1650452	1650453	B.cell.diff.433	AMPL202799	CpG.B.cell.diff	0.899310696067119	0.499197709048084	0.358969079677131	0.377906636158747	0.407124139597316	0.22738281356322	0.431260145898519	0.343327762588607	FALSE	FALSE
156	cg08494738	chr16.4369512.4369513	chr16	4369512	4369513	B.cell.diff.110	AMPL131180	CpG.B.cell.diff	0.929654464478366	0.897092156220446	0.865648502320651	0.862308972093097	0.704025612596072	0.174813778946401	0.072946131947714	0.520085846987248	TRUE	FALSE
157	cg08595501	chr5.75878300.75878301	chr5	75878300	75878301	B.cell.diff.357	AMPL200009	CpG.B.cell.diff	0.591309133305371	0.78157369754838	0.775573599782226	0.789387032046312	0.675685713648952	0.240940742604582	0.209713004201947	0.531646305243026	TRUE	FALSE
158	cg08623843	chr5.74571706.74571707	chr5	74571706	74571707	B.cell.diff.31	AMPL130795	CpG.B.cell.diff	0.875430205109016	0.919024204442692	0.88940310567571	0.91009465394223	0.891773730379253	0.598481869352542	0.425859001050119	0.783657436497061	TRUE	FALSE
159	cg08657671	chr5.175608441.175608442	chr5	175608441	175608442	B.cell.diff.32	AMPL130815	CpG.B.cell.diff	0.903109544637682	0.916940178786918	0.89988768192458	0.92370641821316	0.886540632273727	0.681010678436115	0.486621951789485	0.808234549026613	TRUE	FALSE
160	cg08785985	chr16.80969861.80969862	chr16	80969861	80969862	B.cell.diff.257	AMPL131198	CpG.B.cell.diff	0.871245755472604	0.896522918537301	0.87385602196534	0.887376067714188	0.876412726359499	0.715708631760339	0.615984493370737	0.800635338276956	TRUE	FALSE
161	cg08889930	chr3.127317798.127317799	chr3	127317798	127317799	B.cell.diff.155	AMPL199965	CpG.B.cell.diff	0.91473544957992	0.921194666509293	0.90833107728913	0.923886949292605	0.864757899372424	0.372072895808969	0.501026961867559	0.693436509327381	TRUE	FALSE
162	cg08938062	chr20.5589042.5589043	chr20	5589042	5589043	B.cell.diff.267	AMPL200463	CpG.B.cell.diff	0.878611713616807	0.916845726717891	0.912075660782805	0.921634366574967	0.856516765197157	0.618391681343978	0.369594698560653	0.776082781240397	TRUE	FALSE
163	cg08956101	chr7.14543945.14543946	chr7	14543945	14543946	B.cell.diff.229	AMPL130886	CpG.B.cell.diff	0.867468621525817	0.903888062558687	0.875623395615106	0.890658964369004	0.871225567930637	0.657287052467427	0.513994230622592	0.78512195224204	TRUE	FALSE
164	cg08958747	chr16.2203176.2203177	chr16	2203176	2203177	B.cell.diff.375	AMPL200341	CpG.B.cell.diff	0.907608269000179	0.908853899570955	0.898119708107965	0.910438695030836	0.826691729359743	0.395860864657784	0.231389299848146	0.695084669036767	TRUE	FALSE
165	cg08965143	chr2.24308246.24308247	chr2	24308246	24308247	B.cell.diff.389	AMPL130671	CpG.B.cell.diff	0.394827010192332	0.451860852316355	0.461046537928701	0.47459158550376	0.413139551576562	0.519866148839086	0.609629100970402	0.437319112968423	FALSE	FALSE
166	cg08969925	chr3.33015641.33015642	chr3	33015641	33015642	B.cell.diff.206	AMPL130726	CpG.B.cell.diff	0.83345492878762	0.919514808938916	0.914445984575946	0.933287512986036	0.726110759899089	0.385825419035217	0.446484409196376	0.617773573604971	TRUE	FALSE
167	cg09185884	chr17.73056145.73056146	chr17	73056145	73056146	B.cell.diff.63	AMPL131242	CpG.B.cell.diff	0.206243823281729	0.335369228387994	0.298879845039072	0.314005159324642	0.228946753296942	0.425514913650191	0.595629107267532	0.276179139015864	TRUE	FALSE
168	cg09188697	chr12.28014877.28014878	chr12	28014877	28014878	B.cell.diff.47	AMPL131065	CpG.B.cell.diff	0.922713620604257	0.9412190169327	0.923722514666477	0.941984797625131	0.89761253448349	0.526093033489396	0.311323070626734	0.685825674683814	TRUE	FALSE
169	cg09287933	chr6.33384473.33384474	chr6	33384473	33384474	B.cell.diff.128	AMPL130853	CpG.B.cell.diff	0.934999934850232	0.939393709740871	0.934956666843034	0.942178743201985	0.855538789645702	0.159484779564725	0.181209413204334	0.593002237332966	TRUE	TRUE
170	cg09417011	chr1.54842404.54842405	chr1	54842404	54842405	B.cell.diff.152	AMPL130626	CpG.B.cell.diff	0.825484071887882	0.911409246482203	0.9043203514981	0.92476267649745	0.768013835924856	0.107270237632287	0.170845326981327	0.534759308553212	TRUE	FALSE
171	cg09432376	chr22.36044226.36044227	chr22	36044226	36044227	B.cell.diff.416	AMPL131350	CpG.B.cell.diff	0.841847911485661	0.807578425052465	0.770708486296736	0.797261804576483	0.536835355354451	0.081268431861701	0.084335597663458	0.369709613662933	TRUE	FALSE
172	cg09448951	chr16.71928946.71928947	chr16	71928946	71928947	always.unmeth.B.49	AMPL202737	CpG.always.unmeth.B	0.041760732732703	0.037801884308685	0.033549585901984	0.033000611695316	0.03902540440037	0.044522938109038	0.036052679319628	0.038491838816254	NA	NA
173	cg09491068	chr4.41478990.41478991	chr4	41478990	41478991	B.cell.diff.214	AMPL130763	CpG.B.cell.diff	0.940692104011332	0.921186767141006	0.892383432855178	0.909863383848528	0.879403303866684	0.807017631342547	0.751123836128054	0.836190485100261	FALSE	FALSE
174	cg09509673	chr17.40833697.40833698	chr17	40833697	40833698	B.cell.diff.378	AMPL200386	CpG.B.cell.diff	0.675268416516174	0.642566215146292	0.595224958194618	0.612241430605832	0.888680544009713	0.768924316489142	0.686823803833467	0.8632972236952	FALSE	FALSE
175	cg09597710	chr7.1121124.1121125	chr7	1121124	1121125	always.meth.B.20	AMPL130880	CpG.always.meth.B	0.979577525024938	0.972895784378661	0.971027085118711	0.974197597373394	0.964189161751299	0.962385137612863	0.964415052470592	0.963539125971783	NA	NA
176	cg09640070	chr12.26876374.26876375	chr12	26876374	26876375	B.cell.diff.177	AMPL131064	CpG.B.cell.diff	0.940022907580745	0.946478272698951	0.931963144995069	0.936394815328301	0.89226339951208	0.637003103862087	0.765835951492095	0.770941673828596	FALSE	FALSE
177	cg09678939	chr6.149806081.149806082	chr6	149806081	149806082	B.cell.diff.283	AMPL130873	CpG.B.cell.diff	0.666571591769701	0.095546259713132	0.08558409320807	0.072700231385922	0.058421510601313	0.050862915466967	0.069611667409662	0.054989265084991	FALSE	FALSE
178	cg09691134	chr1.234734475.234734476	chr1	234734475	234734476	B.cell.diff.6	AMPL130652	CpG.B.cell.diff	0.820491198364205	0.890332930524511	0.887272228856234	0.901029546253795	0.886869238961943	0.65328975760501	0.576516422678484	0.807162504158961	TRUE	FALSE
179	cg09706245	chr3.16537879.16537880	chr3	16537879	16537880	B.cell.diff.22	AMPL130723	CpG.B.cell.diff	0.925800660872409	0.931173356440153	0.902473083681271	0.920310804074322	0.841436248807622	0.221830139576573	0.38441655509848	0.622220304801518	TRUE	FALSE
180	cg09715059	chr6.32223336.32223337	chr6	32223336	32223337	B.cell.diff.87	AMPL130845	CpG.B.cell.diff	0.73133718087757	0.790440448182382	0.771394876594755	0.77132925907947	0.509347346426566	0.214545577649971	0.144792448869476	0.391046539397987	TRUE	FALSE
181	cg09890374	chr16.67928026.67928027	chr16	67928026	67928027	B.cell.diff.62	AMPL131195	CpG.B.cell.diff	0.822217538992454	0.802534838814403	0.807982358180425	0.805524113611637	0.785914183258605	0.488980779242679	0.37548997352857	0.697006263428027	TRUE	FALSE
182	cg09974965	chr14.106361640.106361641	chr14	106361640	106361641	B.cell.diff.144	AMPL131137	CpG.B.cell.diff	0.836901107555491	0.857960256383828	0.867180559887898	0.886087083146291	0.492436354714836	0.54444023909445	0.644504740052756	0.512526760562356	FALSE	FALSE
183	cg09985802	chr10.126234119.126234120	chr10	126234119	126234120	B.cell.diff.172	AMPL130997	CpG.B.cell.diff	0.770586128745909	0.757004039317842	0.633529526456698	0.652700438790031	0.38647398573397	0.163353496626804	0.429722082975203	0.301219107086523	FALSE	FALSE
184	cg10006515	chr19.34895882.34895883	chr19	34895882	34895883	B.cell.diff.66	AMPL131301	CpG.B.cell.diff	0.467855084809589	0.48525759424977	0.45925529571823	0.47389070096845	0.462770750198433	0.264808563841702	0.204987057301587	0.401060323722661	TRUE	FALSE
185	cg10060903	chr1.115260560.115260561	chr1	115260560	115260561	B.cell.diff.349	AMPL130633	CpG.B.cell.diff	0.64457028057107	0.796317915822779	0.775720787641857	0.858360808260163	0.860899601141841	0.889447842175295	0.827240852373644	0.86290025845741	FALSE	FALSE
186	cg10068403	chr14.95836587.95836588	chr14	95836587	95836588	B.cell.diff.446	AMPL131128	CpG.B.cell.diff	0.890781878080299	0.638908687772415	0.609508758154026	0.636114725375951	0.709157251649628	0.484132147224825	0.532227154490614	0.641703869444525	FALSE	FALSE
187	cg10105218	chr1.111414984.111414985	chr1	111414984	111414985	B.cell.diff.274	AMPL130631	CpG.B.cell.diff	0.776662379829956	0.383176297728657	0.182722373918617	0.153586410630892	0.104668578143655	0.077091501849489	0.093192500711496	0.096846447181251	FALSE	FALSE
188	cg10240139	chr6.169605570.169605571	chr6	169605570	169605571	B.cell.diff.224	AMPL130877	CpG.B.cell.diff	0.932542045166045	0.904817066971514	0.882363315253622	0.898422408069337	0.866091413497451	0.771261493190066	0.690954383168884	0.818011510541969	FALSE	FALSE
189	cg10385395	chr13.113422556.113422557	chr13	113422556	113422557	B.cell.diff.51	AMPL131113	CpG.B.cell.diff	0.763274203879986	0.825416065388678	0.788366067206865	0.811349289025279	0.75160066431201	0.410980715018573	0.177327642864438	0.659430772435755	TRUE	FALSE
190	cg10386431	chr1.77879031.77879032	chr1	77879031	77879032	B.cell.diff.275	AMPL130628	CpG.B.cell.diff	0.532107377754414	0.169238727055338	0.131091581882789	0.114759813951246	0.108425799982358	0.065255897484083	0.124011633216851	0.103902802121973	FALSE	FALSE
191	cg10577216	chr6.143265045.143265046	chr6	143265045	143265046	B.cell.diff.284	AMPL130871	CpG.B.cell.diff	0.632709424349079	0.287574699031629	0.201276055673782	0.199960333754706	0.177271182638432	0.144461911181779	0.194894989493631	0.173671568494479	FALSE	FALSE
192	cg10587621	chr17.7482003.7482004	chr17	7482003	7482004	B.cell.diff.332	AMPL131218	CpG.B.cell.diff	0.742581122649441	0.729318408274911	0.702595795739446	0.707970071482872	0.630380464013857	0.542677418661596	0.542720057270314	0.599160017437725	FALSE	FALSE
193	cg10632395	chr6.137815648.137815649	chr6	137815648	137815649	B.cell.diff.399	AMPL130867	CpG.B.cell.diff	0.166013723876091	0.178948983264338	0.173721908319304	0.172755321490615	0.257850571352203	0.312915596050749	0.406891610670608	0.278083915601163	FALSE	FALSE
194	cg10738119	chr7.75957040.75957041	chr7	75957040	75957041	B.cell.diff.288	AMPL130908	CpG.B.cell.diff	0.196606922965024	0.62515653402424	0.651522483583188	0.673566575320287	0.598220978618737	0.583271833147489	0.681679755175452	0.590828741740062	FALSE	FALSE
195	cg10820587	chr2.134927417.134927418	chr2	134927417	134927418	B.cell.diff.154	AMPL130695	CpG.B.cell.diff	0.896026176955993	0.931161703257526	0.911024166816808	0.927613662290408	0.83748316825012	0.141314684617292	0.515285571266039	0.60164862409501	TRUE	FALSE
196	cg10824972	chr6.11429244.11429245	chr6	11429244	11429245	B.cell.diff.285	AMPL130826	CpG.B.cell.diff	0.87126236406622	0.185461355940059	0.098181013010525	0.08857468356567	0.09213584230448	0.068133679094499	0.162088774308381	0.084257573792301	FALSE	FALSE
197	cg10930290	chr2.219840349.219840350	chr2	219840349	219840350	B.cell.diff.14	AMPL130706	CpG.B.cell.diff	0.807233006436946	0.802143054502377	0.761459505746435	0.790989072245074	0.75705296450726	0.602315489692139	0.546899373130427	0.698458641740662	FALSE	FALSE
198	cg10955164	chr22.39919237.39919238	chr22	39919237	39919238	B.cell.diff.271	AMPL131356	CpG.B.cell.diff	0.886527915761739	0.902433143089519	0.885725224669949	0.897727520213565	0.874791020379264	0.759391719314807	0.621146005917783	0.84433127270074	TRUE	FALSE
199	cg11063729	chr6.10415653.10415654	chr6	10415653	10415654	B.cell.diff.304	AMPL130825	CpG.B.cell.diff	0.106835193063018	0.11111824273592	0.111305569585377	0.123077278477755	0.248475454992127	0.407419997956998	0.508475934290105	0.294877317352932	TRUE	FALSE
200	cg11094938	chr16.28888844.28888845	chr16	28888844	28888845	B.cell.diff.258	AMPL131186	CpG.B.cell.diff	0.83687328267081	0.872662011737245	0.86646957661247	0.871122736495037	0.852407840864254	0.628029524183916	0.540807607458547	0.801350728769895	TRUE	FALSE
201	cg11121969	chr21.47268670.47268671	chr21	47268670	47268671	B.cell.diff.270	AMPL131346	CpG.B.cell.diff	0.803911226600591	0.887736566390421	0.887514208049007	0.913360228776928	0.880547778708568	0.629784129888016	0.436785472711794	0.795044980016724	TRUE	FALSE
202	cg11168687	chr4.185726782.185726783	chr4	185726782	185726783	B.cell.diff.83	AMPL130778	CpG.B.cell.diff	0.807293790219161	0.852789685376632	0.833671487929409	0.843393975853852	0.655833977568209	0.505408900898197	0.338129742822728	0.602729451883577	TRUE	FALSE
203	cg11187245	chr6.31323397.31323398	chr6	31323397	31323398	B.cell.diff.36	AMPL130835	CpG.B.cell.diff	0.930625539269448	0.936182255419517	0.925089445397553	0.930806836952515	0.73835384414756	0.318323991387345	0.148769093663972	0.577950808329579	TRUE	FALSE
204	cg11311579	chr10.102106754.102106755	chr10	102106754	102106755	always.unmeth.B.2	AMPL130993	CpG.always.unmeth.B	0.021254836638973	0.021647943548314	0.018104759611289	0.018977477254946	0.02989418133484	0.024059073798347	0.028936731001974	0.029327535376259	NA	NA
205	cg11370064	chr3.78318277.78318278	chr3	78318277	78318278	B.cell.diff.421	AMPL130734	CpG.B.cell.diff	0.543739707973746	0.183703531956521	0.179283734548166	0.204900460735389	0.230340566344621	0.157560067595704	0.201643494895404	0.204864295301375	FALSE	FALSE
