X6042308046_R06C02	X6042308046_R03C02	X6042308061_R05C02	X6042308061_R06C02	X6042308062_R04C02	X6042308062_R06C02	X6042308061_R04C02	X6042308046_R06C01	X6042308046_R04C02	X6042308061_R03C01	X6042308062_R05C01	X6042308062_R03C02	X6042308062_R01C01	X6042308062_R03C01	X6042308061_R01C01	X6042308046_R01C01	X6042308046_R04C01	X6042308061_R01C02	X6042308062_R04C01	X6042308061_R05C01	X6042308046_R02C01	X6042308046_R05C01	X6929671168_R04C01	X5900833028_R01C02	X5900833028_R01C01	X5900833028_R04C01	X6929671131_R04C02	X6929671127_R02C02	X6929671137_R01C01	X7990908013_R05C01	X6929671127_R05C02	X6929671133_R03C02	X6929671127_R06C02	X6929671133_R04C02	X6929671168_R03C01	X6929671168_R03C02	X6929671131_R03C02	X7990908013_R03C02	X7990908013_R05C02	X7990908013_R04C01	X7990908013_R01C02	X6929671168_R06C01	X6929671168_R04C02	X6929671131_R06C02	X7990908013_R04C02	X7990908013_R06C02	X7990908013_R06C01	X7990908013_R02C02	X7990895055_R06C01	X6929671168_R01C01	X6929671168_R02C01	X7990895143_R06C02	X5900833028_R03C02	X5900833028_R03C01	X5900833028_R06C01	X6929671127_R04C02	X6929671137_R03C01	X5900833028_R02C02	X5900833028_R02C01	X5900833028_R05C01	X6929671127_R03C02	X6929671137_R02C01
cg26247087	0.901299416626283	0.888472214297219	0.932394171673227	0.921409887049917	0.891823246552944	0.924318626570491	0.909736052817956	0.923948746755985	0.913308871584361	0.919879143581113	0.910420961050553	0.90744473719274	0.887460565498128	0.914312615576363	0.889123910669285	0.885436312617876	0.919248371765534	0.891323139288801	0.911017729452167	0.891590731493002	0.910631097589867	0.911945668745924	0.861677831912302	0.87485604938913	0.865333424339636	0.870055174815394	0.892966742346748	0.876497174815886	0.870809352732822	0.871399317406143	0.901398013027319	0.875782250625469	0.868600690480702	0.836165129830985	0.797365547365547	0.849566136141062	0.814146449838114	0.808359357295166	0.817019201938718	0.795956938358886	0.748264664095799	0.804342150951335	0.808916441024179	0.805798509880143	0.801150539186375	0.772954227014809	0.77555774789276	0.780908138367637	0.693858075023212	0.639532555928132	0.653106275622832	0.680396773874102	0.736402011451807	0.702560411138918	0.739213822870266	0.722540468243036	0.760097551492874	0.787229824317094	0.741321297785225	0.798453625266494	0.802685901390405	0.805378986919795
cg26352795	0.94186313973548	0.923440065681445	0.946718564169099	0.925288480344221	0.920112684477362	0.953676966222008	0.932406491768949	0.920804763703707	0.941209346888806	0.93974666210202	0.915050405162172	0.927578666506174	0.921523601239293	0.920810987637602	0.896118434495099	0.91452836632398	0.921668416942672	0.907361180451545	0.925968406235337	0.928511784511785	0.920918367346939	0.928006882090435	0.697287749719793	0.795074407880947	0.842998600319555	0.813459265131794	0.841289677580605	0.838401452257418	0.826885277338319	0.827664930883047	0.85869811015991	0.863324199059508	0.479928715981514	0.481339056817504	0.384232613908873	0.570692216730845	0.516063016449147	0.384099107916888	0.427606405123325	0.477508938222333	0.373761123842971	0.43970278426237	0.611995869966522	0.492114579980689	0.463780583322157	0.484904369552931	0.479317098261093	0.475740534885242	0.491782784142525	0.538400087149134	0.552490816557685	0.547939208205641	0.565415094650477	0.548135948495284	0.5925340786236	0.624765591918214	0.597203355972833	0.599636277910619	0.638813696961494	0.644152275830332	0.691573237363978	0.71611633500984
cg26653824	0.916870718743433	0.694729790084859	0.877150342064655	0.914917092238825	0.882445702817002	0.894082908378366	0.918784099766173	0.804099746407439	0.925382818582922	0.914533774150039	0.910560591681121	0.920741875106347	0.893209842457811	0.904650864172167	0.883327671460386	0.722376654869775	0.940132208040577	0.888782707622298	0.916644284698633	0.92246731324922	0.907862883702915	0.803184394798266	0.856461302862528	0.891516194922673	0.859559860234169	0.886551770932284	0.893032955011623	0.896835689275062	0.872807210375907	0.892964850249584	0.912612638715846	0.91028976406208	0.83272210376688	0.691723644458578	0.731385767790262	0.837800257041369	0.790389679783214	0.764163937436871	0.822348101879423	0.66308195303845	0.701965669311379	0.838390985324948	0.880536912751678	0.831230928937683	0.847261008809177	0.859463037961404	0.773063017435476	0.840722968650032	0.759640136939041	0.366573907349812	0.48483388053857	0.542191906982099	0.637547087614996	0.442829010859075	0.514909812102371	0.621023395401777	0.510485815251494	0.8446595737883	0.758565344383109	0.753304604657919	0.837016333304219	0.751819167053724
cg26802564	0.737188013457476	0.680891490996559	0.668853367827774	0.724295815463081	0.678748473010327	0.661653015636634	0.676089133757933	0.696451580929725	0.68738315395887	0.729053099131839	0.704336399474376	0.668389001660823	0.621252146347906	0.663611732859181	0.647875061217827	0.6365529663402	0.696033019949553	0.622070166708136	0.630328527710132	0.678980203369848	0.68753506114664	0.68213085906255	0.640535706495659	0.57931392532905	0.618956234196315	0.581326911454107	0.573009315442011	0.560191883981716	0.557644804184901	0.583049271769445	0.62962942055754	0.601919618997112	0.631192074873748	0.531276458786216	0.547928502023475	0.575395772530291	0.551949981964651	0.504513990445549	0.543696765173475	0.532423208191126	0.494012323696198	0.598812526739443	0.574406435151148	0.545212423214056	0.542581844391336	0.539564148506188	0.521367138505644	0.507441016333938	0.512037256294893	0.413285525570862	0.411913756565005	0.451680584356264	0.526175538015247	0.48096726334866	0.53167183217643	0.42808961598904	0.525077368963993	0.555129156051469	0.528581252667618	0.568617394590509	0.461006391068684	0.526971177070474
cg26912602	0.897693742180677	0.85531255819363	0.875314542760585	0.888247745245541	0.869311244643413	0.85694004576036	0.867507308320993	0.893252262508344	0.868324530516432	0.879450532801374	0.885753916118036	0.872014735814871	0.833585654442566	0.819568621508309	0.830264117904567	0.810682366293091	0.865223106224192	0.819578978360077	0.843332589894184	0.866659928644344	0.859079762885609	0.804714944766581	0.649405162738496	0.767841526486293	0.769823872955531	0.726194603365711	0.798377433849226	0.733556091552153	0.720006787714237	0.791700080192462	0.828897765932715	0.776549132456903	0.300074951369961	0.189447204836189	0.199100662284025	0.396104181307098	0.326875799228965	0.270827131618116	0.353378204420906	0.278414331233301	0.171644440937426	0.206993814234647	0.325686339891075	0.24071327962906	0.283307332293292	0.374544211485871	0.229476398591763	0.20022204807787	0.165711277377334	0.141052414468765	0.144516892242766	0.202775024777007	0.224625330379115	0.115591375860112	0.134073728722627	0.119645847290834	0.14598121295239	0.296064706872488	0.217618039739576	0.193744821265532	0.208074962105553	0.226273309212357
cg27452217	0.0820162601626016	0.088110154444035	0.141669331627758	0.0887229464624731	0.0890808617795188	0.0926525607570661	0.105037621891554	0.100385374565279	0.090831751848701	0.0762864989881469	0.0966210464278698	0.130313138921769	0.0959848979888187	0.108590430445224	0.0731367702857939	0.0807087846722184	0.095703187957322	0.0983600246381275	0.102718734552645	0.0833104038643798	0.0995664687238151	0.0822969119699084	0.141813892087745	0.127576833043872	0.153183411214953	0.164763303795669	0.179686483673735	0.128454406337204	0.144948630136986	0.111262716455645	0.129300819693193	0.139645345155161	0.145355800027851	0.20861988727442	0.203027461486939	0.152029859627296	0.265669280959599	0.166771681326713	0.171156456325197	0.21623603608008	0.189356465800824	0.14735411791349	0.146644527466445	0.197901513510167	0.12881847364606	0.144810667151262	0.17566413900467	0.153651820942973	0.232295702315524	0.386880179051984	0.378102341536942	0.325594358141677	0.256405852317974	0.322162964963208	0.268591651053721	0.288458522816371	0.332011477576813	0.188325579815953	0.241957754340609	0.211258798208365	0.184161926571619	0.244938453058975
cg00052932	0.385865504358655	0.52290919657558	0.528390577931628	0.415745116188435	0.408806478328886	0.314616755793226	0.418385092192401	0.6185769846717	0.371337417012703	0.421479697277561	0.438255287009063	0.51198300804442	0.516322326945884	0.381580998908581	0.421699730590252	0.554794967511496	0.384503521926835	0.461732135617812	0.526762433034656	0.430408881668021	0.356994219653179	0.551697788301135	0.152617150689626	0.118934872859367	0.168770412216436	0.132392124764169	0.301907228813494	0.244650549861043	0.147710311063347	0.228304091217992	0.287342271293375	0.228573647625335	0.0870685490364485	0.114038389160708	0.0634098544232923	0.113333333333333	0.168223253733013	0.113398794297405	0.119988223105489	0.11400445921501	0.058373313448795	0.0569850633864692	0.123483258826749	0.142356483538181	0.123365636055991	0.1250805931657	0.0977977019498607	0.0688259109311741	0.0741982663289694	0.0843088929965085	0.0786426957831325	0.068991132364548	0.0749065365912546	0.113362032582088	0.086868736012455	0.116212406015038	0.106033331397712	0.0943728592399282	0.133239999564765	0.0863000342565022	0.159507397444519	0.096730802970934
cg00346951	0.914343578746724	0.939260706725289	0.900439460524322	0.924546406140963	0.918173717641831	0.87266156462585	0.948356807511737	0.94155099961798	0.942014918086235	0.886284729313542	0.92562715199213	0.926648015387305	0.925608828006088	0.921076642335766	0.917213712618527	0.937998772252916	0.942403708987161	0.911953469715203	0.934932899552664	0.938894277400582	0.940910110958733	0.928465179175118	0.895458593054319	0.924357271235446	0.894871458551941	0.897749149719218	0.917018285986981	0.905453092749184	0.909041052961454	0.915037377803335	0.926765429513689	0.935974178403756	0.89329470698292	0.832093155353593	0.781255781896321	0.880341272662638	0.799010099658886	0.814570977746341	0.83265070363369	0.785574174746399	0.732808738035117	0.838917525773196	0.871309963099631	0.836322120739586	0.857948384298417	0.839253996447602	0.792899537230888	0.758046232950878	0.75285045024561	0.6012909632572	0.61578712271074	0.655951753615551	0.77328552902586	0.682879243501711	0.691660756055233	0.713072612789556	0.719140887180426	0.787690616037944	0.728594230988485	0.800845730588955	0.743072840062306	0.791911352250169
cg00358456	0.904634082637308	0.879084393124018	0.841171491450821	0.893495959565388	0.876396361146434	0.902573082120757	0.898646586741794	0.895164942068699	0.886231476270869	0.866158548870839	0.899207023506089	0.883054232601014	0.869803890369545	0.877670507630022	0.869661176278252	0.850732008013561	0.899914821124361	0.846483074661709	0.908316851597332	0.89239589036684	0.883938371327264	0.873859189815381	0.86871261555193	0.851901901901902	0.873341901133704	0.86046058352058	0.881696428571429	0.873235322753383	0.884147794994041	0.833876766156676	0.900138696255201	0.859171292113076	0.888300134105256	0.847701603973552	0.845011219620113	0.860890067786619	0.851115291588283	0.806639680527021	0.83563560583507	0.825086410769511	0.796593150585363	0.777634961439589	0.77091338547082	0.772619265216597	0.719333146539647	0.720083276294775	0.774388745546136	0.737627839934107	0.748733566517911	0.564805851349898	0.644990077418411	0.624748883091961	0.794046208305139	0.787524211827735	0.784200984200984	0.840608881667918	0.813382959138752	0.800745860272806	0.805770982719362	0.795716292180672	0.831985827025286	0.82520254377559
cg00538381	0.522675513818989	0.483755582488215	0.581244894625061	0.506098283007697	0.545727457685815	0.557421865577435	0.457712391807148	0.490815107706248	0.48793716523383	0.517257619494072	0.532400254551954	0.51817111017236	0.496237220040176	0.568619304805429	0.436125055570176	0.461105118063047	0.473628873058107	0.562558890833221	0.506482881721496	0.463486236326634	0.444383711396556	0.521658945704437	0.786309284180454	0.791031071689847	0.842674122962755	0.730655627514855	0.789298818363043	0.804074417526371	0.707118502539837	0.702860858257477	0.791609687719798	0.739495621757748	0.811313330054107	0.762102365468156	0.776258516275549	0.743811092222694	0.766966021664661	0.744842121158773	0.701169727492178	0.674161402868675	0.73627990524893	0.777518424863299	0.749247256953304	0.7817740572083	0.734706886738759	0.72172218724174	0.743599718263215	0.759649392588036	0.809141305577554	0.827524784354049	0.819470267304703	0.785267777726635	0.78336084239061	0.834680277208697	0.774050659443101	0.845426878103476	0.771289441468934	0.773061626290474	0.831500652310195	0.710753684543962	0.795783855903936	0.745368970320544
cg00691451	0.945610250375891	0.948088555226153	0.915529088410444	0.927787647612081	0.939666535310024	0.890235536245141	0.949841838995188	0.954865218314395	0.948911429985156	0.94715765648124	0.937925311203319	0.952683472250457	0.949615224625624	0.949574653740858	0.939053136282365	0.935844586590855	0.949670203613421	0.906371243268284	0.948245381419606	0.957496030845997	0.946115687434579	0.946964419123249	0.885545579551889	0.918587120396296	0.92257825523245	0.910594650740068	0.924968736973739	0.916198281176343	0.921458046767538	0.925509486999297	0.936243411293122	0.927283432693015	0.664124550519619	0.593039661388932	0.499303621169916	0.761531914893617	0.726297850200301	0.695201629900239	0.714141092800746	0.691139410638083	0.547790568139621	0.691511004253745	0.77821884708319	0.73135302758283	0.771836562278566	0.793893566923481	0.730429116634087	0.704707940902957	0.710203553283065	0.522556807685202	0.461329567673257	0.504014769110534	0.54267261264032	0.588544324697547	0.487377922771843	0.530538541546285	0.682579530021812	0.6431566197708	0.575522406087692	0.617432246948416	0.692264287005911	0.736434767817656
cg00821731	0.165044633868045	0.138371753720455	0.128656643454836	0.219178082191781	0.209884619959558	0.184433267909715	0.206363585396153	0.205177228882141	0.239644970414201	0.167890628867202	0.22794887166096	0.220315996473859	0.228931619583052	0.228714122390035	0.216913739535764	0.172323175845681	0.245547132422406	0.207173913043478	0.237966954022989	0.206377788104089	0.245297632219518	0.202922931342656	0.296788433918143	0.197111185757474	0.216162319574576	0.210152313830562	0.247523108429734	0.267753197899934	0.271611386785061	0.207429415219579	0.19211566465571	0.218844984802432	0.232630554654557	0.306309287412375	0.340221984860447	0.249830661548882	0.361989226834975	0.271794809770886	0.239246570105482	0.335567010309278	0.25346271541311	0.240868523562153	0.209170974535707	0.28752862794087	0.201769911504425	0.206782775759095	0.258530127685015	0.175936388365767	0.363227917121047	0.487932790224033	0.59767731453115	0.450170056205591	0.352776959662361	0.504471787182082	0.427435606231006	0.480826605826606	0.424668380238648	0.33166627179938	0.345909178531105	0.241766542451405	0.261537239733974	0.272668836176849
cg00864666	0.932618783827963	0.923876233754957	0.903905325036482	0.94148987720613	0.921965224684667	0.935233039996275	0.940315189448977	0.935288184577785	0.93325968637172	0.928974152449293	0.945231296402056	0.938870220170693	0.929146017381312	0.941575134996245	0.920224568009144	0.910062591380831	0.944678651365771	0.910193688562163	0.943974322988492	0.93660090146015	0.925648577052286	0.930031564707651	0.818930742571445	0.780950283322988	0.803139986506446	0.794450188146295	0.824498609714252	0.825801079591134	0.79194896786719	0.834411762175872	0.884447931959702	0.858706946102489	0.776645557193907	0.681696307775564	0.674751501346034	0.802177911423817	0.63080369472489	0.660960437919881	0.647366372465233	0.665241484737018	0.668479437880501	0.739627856978322	0.789167282983788	0.657927057190153	0.72589599960343	0.702601341438209	0.660501974462615	0.753818654533637	0.595892373124132	0.331934500825975	0.353188693987454	0.393979530403371	0.536894940466705	0.501382084095064	0.486975861679002	0.492642356294713	0.484633707081857	0.735370065021933	0.710406429156429	0.664981286197421	0.650244501974321	0.639299379865418
cg01154658	0.926718547341115	0.849108233569509	0.902056631892697	0.915889704423725	0.892693471681799	0.849349179400113	0.915433807387611	0.894799006231418	0.888106556641851	0.8623286741756	0.911877841240238	0.916823434560602	0.929701230228471	0.891231758595103	0.910642895732037	0.844370532168388	0.901640014723324	0.887569039872891	0.913840458562216	0.90448758290168	0.915030388031791	0.842895631818383	0.84446531863351	0.923926095208583	0.889758616450146	0.90110188167486	0.879841218753353	0.885338873603234	0.874099918343107	0.794016658167602	0.868352900552486	0.880719291014015	0.915029087078008	0.867052276412077	0.839376590330789	0.847587913058844	0.877700270027003	0.828231732082856	0.832651789539276	0.811538018654282	0.854165706118309	0.886929840630152	0.857044644008078	0.896600423686069	0.823135606414448	0.857897052353718	0.880668945915888	0.8430029546065	0.840338872596937	0.555265046652312	0.662684504122032	0.684919139582352	0.735432113067655	0.746502419709635	0.830396215257244	0.799196787148594	0.819743722346722	0.857778124512404	0.847683983360961	0.877970536020182	0.884418509418509	0.872817496783679
cg01889010	0.877224199288256	0.774701069855255	0.789746421441617	0.813342127579384	0.835420734320682	0.902003416679609	0.861316551058845	0.865040902570465	0.865065958815959	0.867666578178922	0.890651995998909	0.874504495794257	0.895760815514669	0.893722494815115	0.833937838290274	0.828970253757303	0.874528147053996	0.846234482758621	0.874060471472497	0.841539542767374	0.874768133174792	0.875968717930571	0.67688679245283	0.666363104143628	0.671324181367903	0.679721834444961	0.713801822432136	0.711855512310316	0.726081931424168	0.661885072989621	0.748195601110399	0.68424226759714	0.675562016510046	0.53908246460877	0.542603902875019	0.637370186285206	0.604165493948776	0.490402241206378	0.624794801641587	0.484179421627544	0.491113641853884	0.652432932469935	0.667116973935156	0.634891406987724	0.596429867687333	0.633406708939777	0.525895970913408	0.568822974835013	0.567811677690065	0.396294536817102	0.427348242811502	0.470795084394433	0.522462203023758	0.457401261621868	0.480158451116893	0.507030164309654	0.534518458663704	0.683885532169179	0.581021392072519	0.654315560841909	0.615160219010861	0.6429627196584
cg01972316	0.892151431209603	0.893771360814675	0.882099457036973	0.87767220402453	0.888389121338912	0.798742961896032	0.911691958018584	0.917836211431789	0.904743471556878	0.850068357891539	0.901057109234009	0.905271199388846	0.857876380546406	0.864637890554452	0.866505775903225	0.844798373432735	0.912969074391868	0.872928783057171	0.899004632656051	0.891514659183221	0.898043805800097	0.886492333142457	0.849739793300594	0.889453075296078	0.870490024996463	0.812114992091652	0.893415106520336	0.882857340432888	0.838601649922405	0.846758550280756	0.899318845280571	0.87322706162922	0.880035956525292	0.805619042310051	0.753009395184968	0.822169059011164	0.797412848059636	0.765372497264265	0.814517611026034	0.737737544940935	0.707188488494697	0.778978102189781	0.802469135802469	0.79494779386999	0.771068963517197	0.799209697943875	0.795380078636959	0.738365650969529	0.782383065892796	0.619780523155497	0.63883704235463	0.655617955086113	0.753247769604007	0.717185722411832	0.717851345971274	0.709827270348076	0.751990898748578	0.809501043115438	0.772709566843253	0.750042316044967	0.765981003438028	0.804693802713605
cg01997590	0.198293155622046	0.241336751163011	0.282327243844321	0.263306375775813	0.212452346944567	0.294847592595224	0.268643643643644	0.252410063484599	0.218300414533041	0.369597321645017	0.231170512190406	0.232061121244451	0.272712883823995	0.232492625857555	0.227367139378313	0.23887891757559	0.23401893568397	0.236236042183623	0.244330956510567	0.240894916896249	0.219466953041101	0.263180497463409	0.36690151401589	0.396830552452832	0.387392008338075	0.413527667360717	0.375521929385042	0.395645606889972	0.394953948229953	0.345074828357321	0.36520295476659	0.37169372147154	0.410671685049441	0.440780658316341	0.425542836700788	0.349741179459494	0.45445171524886	0.377665529010239	0.406409487668834	0.426235268677695	0.311469204563889	0.382173251684104	0.348323170731707	0.419290890773781	0.369007220677162	0.385804407590353	0.385628814287284	0.32813323713433	0.434333473040605	0.496726248936031	0.485977551714542	0.501176190334395	0.418426718385794	0.496194497099202	0.443029156598596	0.455371900826446	0.472701455449059	0.405810117302053	0.494005552751136	0.425417636031622	0.42607332011717	0.458164587720719
cg02039404	0.938618107977927	0.933312557396289	0.927328256568352	0.923592745108885	0.927309956488354	0.884482299707213	0.945195268477518	0.934030837004405	0.935203589073769	0.906292534813109	0.953667105841019	0.927099841521395	0.9180314171123	0.928849284632376	0.906704896338774	0.925321072287382	0.950603378921963	0.904839841010054	0.924591981222048	0.941717986159609	0.937799043062201	0.915119211370931	0.783619960530025	0.861846031430276	0.894541195641104	0.851856166511339	0.887601702677946	0.872561293688054	0.844789661809183	0.875760914070396	0.868631973029964	0.901115073402965	0.355836548078297	0.307303130114461	0.262100773656021	0.591111653412659	0.499388189905853	0.474407516477352	0.495990576722693	0.357549783097266	0.195048010911777	0.403825829634327	0.597450876261285	0.459436168903115	0.614162048275546	0.596446033331581	0.371201252119473	0.348151650312221	0.363588971269694	0.157652752571083	0.158100898223813	0.235781388042191	0.204471101417666	0.165087832245011	0.181448256728013	0.207194396165798	0.14101646385111	0.318814212328767	0.319369773948008	0.303041392209482	0.348559648456572	0.336833166061916
cg02056098	0.588324383863417	0.634314904067627	0.647230320699708	0.55488834678176	0.589995784740762	0.490041928721174	0.49777448348925	0.703925577624384	0.609787676066838	0.524756756756757	0.52792004996877	0.538818214243253	0.545729806750379	0.544319322109488	0.43657465962354	0.586288778245883	0.608571995502348	0.606696428571429	0.578380982974623	0.471247797533237	0.548923412373944	0.701867179505469	0.864860665078214	0.868964806513114	0.880632099936919	0.866124891672253	0.848738681287637	0.832116217953903	0.869698205546493	0.822983798108776	0.854903897970181	0.884	0.909267157813106	0.879924953095685	0.867799864468037	0.929895245769541	0.853068280034572	0.837292088627018	0.852941176470588	0.860779684808269	0.840349483717236	0.828267893324572	0.852922398281966	0.849438465138044	0.807606953519911	0.844348435310603	0.833193521326708	0.801031001646739	0.878759975445058	0.837976323693975	0.883861492402418	0.884254109504388	0.881605454827212	0.887153337355405	0.849676493573608	0.871535209061962	0.889348215516053	0.888027721934187	0.863972159472495	0.880159564081344	0.847845817094656	0.877886680988185
cg02300652	0.492848712715482	0.583932191475607	0.433514516770516	0.504449982200071	0.534639433097124	0.554942662215126	0.454658491617716	0.655933847646325	0.492230604486636	0.557783820530252	0.562844225462856	0.582191780821918	0.556933227164145	0.569640062597809	0.413947359472235	0.570043762646464	0.48983831153682	0.549335132010021	0.626685429113132	0.484887307236062	0.479256008214304	0.704669061056952	0.315322477797345	0.268668759001024	0.29763433085808	0.294633953042961	0.356399583766909	0.310395782579176	0.225191381476798	0.219435186809332	0.304409067085954	0.330199249888567	0.303967046424463	0.400966638420739	0.367217954055179	0.277989451423962	0.365859720224964	0.286850708318198	0.259071220620606	0.265635299135357	0.335562023125934	0.340980334443238	0.302713365568702	0.391647125414409	0.264786617134842	0.263106804789228	0.247295269683329	0.347161748105144	0.306561160567095	0.419621954391745	0.443483275663206	0.384574834759337	0.351880595727192	0.480898699837893	0.436950760217604	0.402260707248781	0.38372571616727	0.337237944058241	0.440923721133715	0.359877680035663	0.38182033376731	0.351337494543083
cg02638523	0.899275362318841	0.887725515463918	0.865066225165563	0.861204760550794	0.873291942657364	0.761546356483065	0.879711073571387	0.896598533875306	0.884641262462536	0.852970922882427	0.862683874548987	0.856897415706207	0.843598300970874	0.866866566716642	0.859755703483487	0.828533072980229	0.884808013355593	0.855987872662961	0.873944437645331	0.891963707064161	0.864378760827878	0.881437801894486	0.861749461033897	0.902279996719429	0.892995529061103	0.893019710351863	0.892893903857354	0.905282803670486	0.899029126213592	0.876164508066349	0.879382653917128	0.907324087388098	0.868846586838604	0.797216357133623	0.758498131778001	0.853995469284413	0.797374179431072	0.787259317923081	0.795441894566504	0.771695208774293	0.672517297517297	0.7642521631644	0.777698175228623	0.753774196536075	0.746001091565557	0.749143468950749	0.774329774614472	0.750606988282487	0.766659374316342	0.578048058289904	0.564772042578831	0.576580127099857	0.750014247379102	0.666385537750724	0.704059560262885	0.67352060089356	0.720598304102807	0.781303112435988	0.730113387586249	0.760948748889124	0.731810145518836	0.76847100369696
cg02774705	0.930012436092303	0.935890004001952	0.927941277827555	0.944238566724912	0.948978225005682	0.953420622838986	0.937128346886953	0.950097700285585	0.940362508363238	0.916800520043992	0.934667929122143	0.940124493627112	0.925088705497747	0.915377510967444	0.897149222327654	0.902228075170843	0.937657020563878	0.917959309223536	0.936220074531078	0.920200455743075	0.922660823718717	0.917993567080465	0.902171152869477	0.903723471851569	0.87976775205664	0.888946863798102	0.909965034965035	0.922808992717166	0.9163967698752	0.914182906225415	0.918440874751898	0.906717798634238	0.907692752450059	0.843730773963332	0.834631534108197	0.892325277596342	0.825824361330982	0.845727455728331	0.846939362558969	0.816514131318959	0.798680839786814	0.82391575133054	0.825813353470518	0.806416419487914	0.809343429931264	0.804617476482504	0.802181087673985	0.789432649634161	0.779615547455186	0.61541008575875	0.623618938453211	0.652278040713919	0.759305515744646	0.668433614432761	0.757748281001866	0.750822948506936	0.793493635077793	0.813553936587912	0.757440560230417	0.830645316684972	0.83127119420768	0.844515886601812
cg02857760	0.121561969439728	0.199339104533184	0.143387890350437	0.264356664356664	0.199687726537668	0.309253178997746	0.246640011561251	0.153426283002077	0.146899947416224	0.0872636815920398	0.201570269302677	0.179801341199012	0.180467091295117	0.165655145978407	0.225760429928905	0.139970984901402	0.171107512635556	0.127283617849656	0.196647710266387	0.241794375596319	0.184058260175579	0.190503635396347	0.259403429259705	0.265503762907648	0.2380270835627	0.282693001248622	0.296503942750353	0.271019970822198	0.281861935507996	0.240672696438666	0.259099339434872	0.263241071025421	0.293337469582202	0.33284787501655	0.31155303030303	0.314347745750185	0.373425692695214	0.258808854327457	0.320272904483431	0.304191278829151	0.282600526118001	0.295409419426575	0.290712961402326	0.324772355825356	0.274547460466637	0.299135194844042	0.309541230468924	0.264909226296947	0.355017049911682	0.483610489286856	0.490504294236364	0.414278702759844	0.411687076328464	0.462037412405166	0.402607174432385	0.421578022680083	0.432460356677598	0.3266232743688	0.363734473199738	0.338811349839192	0.299311102658383	0.359005659749195
cg03017850	0.928317571230649	0.948636960007775	0.899533421570792	0.948897848054872	0.93120670211052	0.930420285502387	0.946182781909891	0.937546133027147	0.935437781845783	0.924277420563081	0.941134713045378	0.923154641626055	0.871848098174492	0.894472983846011	0.849658189773038	0.878575116159009	0.899339404613038	0.916447402173833	0.878130217028381	0.89747844926935	0.838480303108943	0.899298532512803	0.875346134640701	0.870326641679213	0.897586970390663	0.885157760052269	0.837950698217413	0.859717758837502	0.843558650498259	0.858108624245665	0.900754857072145	0.853294853294853	0.8439022600336	0.726396917148362	0.74514769880584	0.856084192063144	0.696138544348233	0.813093611175215	0.703778415703313	0.762905064321772	0.668726988664345	0.812997304247333	0.816303027972066	0.728595930097807	0.794040997316115	0.7576735976581	0.796239089844246	0.757722565447353	0.748681687440077	0.556635877491492	0.627057464626047	0.64512791572611	0.764975355175413	0.817119967685472	0.757655606436593	0.671399940301053	0.576984337669233	0.760044838336778	0.808929394659385	0.783509732707752	0.70005735618189	0.696552831602612
cg03123017	0.910536900481443	0.950969477688097	0.921788166067342	0.947478591817317	0.946838717908069	0.884306885764553	0.950532953010059	0.954645429479483	0.960018591053588	0.959997172945084	0.935889222884739	0.957153105905054	0.934338583445264	0.950703507340946	0.919378698224852	0.928331618309232	0.948936460321789	0.932929505750154	0.948762736535662	0.954701026776726	0.933642491753119	0.941057078949548	0.835137175937579	0.913312103078794	0.930357560177612	0.916349590683731	0.914823229303679	0.929351450483495	0.920801874511846	0.925826976482582	0.926325307256957	0.920616390380574	0.556452262792683	0.528036260846538	0.443908600298542	0.732227018891837	0.605691056910569	0.587669627347851	0.534229390681004	0.519262787005847	0.406311637080868	0.568951059612746	0.734651817208989	0.608043918392774	0.6611203184329	0.619747655978701	0.59462674829485	0.585113952567627	0.497316774276151	0.380245291908794	0.373065629711928	0.426071044989856	0.616557932627825	0.528650840937637	0.575060416663339	0.495593351372246	0.520372179971959	0.785423095972873	0.784135185498899	0.748258624928296	0.733242289746216	0.716975154998416
cg03171300	0.41683593523301	0.363270889751249	0.438178493886413	0.413801610726118	0.459400121805363	0.514404441806055	0.39190924596587	0.374046397792069	0.391890914713987	0.347439187262714	0.404142782699323	0.412176592765594	0.373647585486838	0.394961818126502	0.339450700111313	0.31198436618533	0.384535508850338	0.425370781615577	0.385718255070853	0.367714625313658	0.367736283484604	0.379726085347152	0.299640346727144	0.315930602196541	0.310320781032078	0.377300140473036	0.270665395394528	0.312209451558623	0.25855929882224	0.381234516928159	0.33753836161878	0.268875539206605	0.141595054098124	0.101744822566956	0.148530401615436	0.217753195145527	0.144748301689601	0.218905844803511	0.118913196894848	0.186214735971892	0.108804413896292	0.147476114856949	0.195370111079996	0.095710339778362	0.23766730663496	0.103197866060833	0.158395421382351	0.125236961084465	0.0611579463094051	0.0888715766764547	0.0790670413211743	0.0990724538617996	0.112988423931368	0.109975140926438	0.158705801691208	0.0966314004960286	0.0980782262398729	0.112066115702479	0.10538868060888	0.155062359780957	0.12162775616083	0.105680800846423
